TransactionID,Date,Product_Name,Category,Supplier,Units_Ordered,Units_Received,Units_Sold,Stock_On_Hand,Lead_Time_Days,Stockout_Flag,Region
SCL02585,29/06/2023,Eggs Tray 30,Eggs,Bidco Africa,81,81,44,82,3,No,Westlands
SCL02586,12/07/2024,Eggs Tray 30,Eggs,Export Trading Group,98,96,90,103,6,No,Ngong Road
SCL02587,09/06/2024,Omo 1kg,Detergent,Pembe Flour,127,122,50,121,11,No,Westlands
SCL02588,23/12/2023,Tomatoes 1kg,Produce,Export Trading Group,143,138,105,132,3,No,Karen
SCL02589,26/01/2023,Potatoes 2kg,Produce,Bidco Africa,470,438,319,137,16,No,Mombasa Road
SCL02590,31/12/2023,Tomatoes 1kg,Produce,KWAL,423,414,233,260,7,No,Ngong Road
SCL02591,01/06/2024,Cooking Oil 2L,Oil,Unga Group,66,61,34,115,19,No,Mombasa Road
SCL02592,22/03/2023,Sugar 2kg,Grocery,Twiga Foods,423,377,236,161,14,No,Eastleigh
SCL02593,29/11/2023,Bread 400g,Bakery,Bakeries Ltd,483,442,152,324,9,No,Karen
SCL02594,31/08/2024,Bread 400g,Bakery,Unga Group,329,298,75,315,5,No,Kiambu
SCL02595,01/05/2024,Pampers Size 4,Baby,Bidco Africa,492,469,313,192,17,No,Eastleigh
SCL02596,08/08/2023,Indomie Noodles,Noodles,Chandaria Industries,199,181,121,103,19,No,Ngong Road
SCL02597,30/08/2024,Eggs Tray 30,Eggs,Bakeries Ltd,416,363,284,123,12,No,Kiambu
SCL02598,26/05/2024,Eggs Tray 30,Eggs,Twiga Foods,221,216,177,128,13,No,Eastleigh
SCL02599,20/11/2023,Unga Jogoo 2kg,Flour,Pembe Flour,115,115,61,66,18,No,Kiambu
SCL02600,28/10/2024,Eggs Tray 30,Eggs,Bakeries Ltd,476,422,403,92,6,No,Mombasa Road
SCL02601,06/08/2024,Rice 2kg,Grain,Pembe Flour,279,258,154,172,7,No,Westlands
SCL02602,26/02/2024,Tomatoes 1kg,Produce,Brookside Dairy,440,436,51,390,6,No,Thika Road
SCL02603,17/06/2023,Ketepa Tea 100bags,Tea,Brookside Dairy,63,56,39,84,17,No,Kiambu
SCL02604,07/03/2023,Indomie Noodles,Noodles,KFC Supply,180,166,93,129,20,No,Karen
SCL02605,20/10/2024,Potatoes 2kg,Produce,Twiga Foods,428,365,349,18,3,Yes,Kiambu
SCL02606,25/07/2023,Unga Jogoo 2kg,Flour,Export Trading Group,184,177,99,154,4,No,Thika Road
SCL02607,02/02/2023,Potatoes 2kg,Produce,KFC Supply,261,237,230,36,6,No,Ngong Road
SCL02608,16/05/2024,Eggs Tray 30,Eggs,Unga Group,262,244,134,187,15,No,Karen
SCL02609,23/09/2023,Tomatoes 1kg,Produce,Unga Group,352,333,53,332,10,No,Eastleigh
SCL02610,03/03/2023,Eggs Tray 30,Eggs,KWAL,177,176,111,129,5,No,Westlands
SCL02611,22/09/2024,Tomatoes 1kg,Produce,Brookside Dairy,120,106,33,78,6,No,Mombasa Road
SCL02612,25/09/2023,Chicken 1kg,Meat,Bidco Africa,112,101,31,143,8,No,Westlands
SCL02613,14/08/2023,Bread 400g,Bakery,Chandaria Industries,243,219,199,75,11,No,Eastleigh
SCL02614,07/10/2023,Brookside Milk 500ml,Dairy,Pembe Flour,105,91,78,29,21,Yes,Westlands
SCL02615,08/10/2024,Omo 1kg,Detergent,Twiga Foods,474,462,266,213,21,No,Karen
SCL02616,08/07/2023,Eggs Tray 30,Eggs,Bidco Africa,457,445,328,128,13,No,Eastleigh
SCL02617,28/03/2024,Potatoes 2kg,Produce,Chandaria Industries,459,414,325,184,7,No,Kiambu
SCL02618,23/08/2024,Cooking Oil 2L,Oil,Twiga Foods,278,252,216,68,20,No,Eastleigh
SCL02619,28/09/2023,Ketepa Tea 100bags,Tea,Chandaria Industries,142,131,49,90,7,No,Eastleigh
SCL02620,23/11/2023,Chicken 1kg,Meat,Twiga Foods,365,358,67,313,7,No,Mombasa Road
SCL02621,01/01/2024,Ketepa Tea 100bags,Tea,KWAL,194,172,108,72,5,No,Westlands
SCL02622,07/06/2024,Pampers Size 4,Baby,Export Trading Group,269,247,147,186,21,No,Karen
SCL02623,21/12/2023,Cooking Oil 2L,Oil,KWAL,155,148,138,11,13,Yes,Westlands
SCL02624,22/02/2023,Sugar 2kg,Grocery,KWAL,438,436,114,370,9,No,Kiambu
SCL02625,16/11/2023,Pampers Size 4,Baby,Export Trading Group,243,220,156,119,14,No,Thika Road
SCL02626,17/02/2023,Omo 1kg,Detergent,Bakeries Ltd,259,234,178,61,17,No,Kiambu
SCL02627,31/01/2023,Ketepa Tea 100bags,Tea,Pembe Flour,474,414,162,295,13,No,Eastleigh
SCL02628,14/12/2024,Ketepa Tea 100bags,Tea,Brookside Dairy,126,125,58,160,4,No,Eastleigh
SCL02629,21/03/2024,Rice 2kg,Grain,KFC Supply,328,321,85,237,6,No,Ngong Road
SCL02630,10/09/2023,Chicken 1kg,Meat,Pembe Flour,186,184,90,188,13,No,Ngong Road
SCL02631,07/09/2024,Bread 400g,Bakery,Chandaria Industries,226,199,125,111,15,No,Kiambu
SCL02632,07/07/2024,Colgate 100g,Personal Care,Twiga Foods,185,183,90,168,6,No,Eastleigh
SCL02633,23/01/2024,Pampers Size 4,Baby,Pembe Flour,131,120,90,114,12,No,Eastleigh
SCL02634,25/12/2023,Bread 400g,Bakery,Brookside Dairy,188,183,135,142,7,No,Ngong Road
SCL02635,22/09/2024,Eggs Tray 30,Eggs,Pembe Flour,493,435,296,194,5,No,Mombasa Road
SCL02636,13/02/2024,Unga Jogoo 2kg,Flour,Unga Group,327,307,84,233,13,No,Karen
SCL02637,18/03/2023,Pampers Size 4,Baby,Twiga Foods,382,338,34,316,15,No,Westlands
SCL02638,05/06/2024,Eggs Tray 30,Eggs,Twiga Foods,377,321,120,242,5,No,Westlands
SCL02639,04/12/2024,Sugar 2kg,Grocery,Brookside Dairy,309,295,99,215,12,No,Thika Road
SCL02640,01/03/2023,Indomie Noodles,Noodles,Bakeries Ltd,99,88,49,42,16,No,Kiambu
SCL02641,18/11/2024,Rice 2kg,Grain,Unga Group,412,390,208,226,17,No,Ngong Road
SCL02642,26/10/2024,Colgate 100g,Personal Care,Twiga Foods,246,210,55,231,14,No,Kiambu
SCL02643,07/05/2024,Sugar 2kg,Grocery,Bidco Africa,413,376,198,226,10,No,Mombasa Road
SCL02644,08/12/2024,Tomatoes 1kg,Produce,Bidco Africa,228,199,53,195,9,No,Westlands
SCL02645,28/03/2023,Unga Jogoo 2kg,Flour,Bidco Africa,133,124,119,56,11,No,Karen
SCL02646,06/07/2023,Chicken 1kg,Meat,Twiga Foods,309,306,110,267,19,No,Mombasa Road
SCL02647,07/09/2023,Unga Jogoo 2kg,Flour,Brookside Dairy,319,285,40,251,9,No,Karen
SCL02648,20/05/2023,Potatoes 2kg,Produce,Export Trading Group,66,63,56,60,14,No,Eastleigh
SCL02649,25/12/2024,Rice 2kg,Grain,Unga Group,402,348,215,153,12,No,Thika Road
SCL02650,30/03/2023,Indomie Noodles,Noodles,Chandaria Industries,421,382,179,281,12,No,Thika Road
SCL02651,01/12/2024,Tomatoes 1kg,Produce,Chandaria Industries,281,244,123,148,5,No,Kiambu
SCL02652,17/01/2023,Chicken 1kg,Meat,Export Trading Group,287,268,210,61,15,No,Thika Road
SCL02653,28/12/2023,Chicken 1kg,Meat,Export Trading Group,352,320,158,219,19,No,Karen
SCL02654,18/08/2023,Potatoes 2kg,Produce,Twiga Foods,211,200,39,241,13,No,Ngong Road
SCL02655,24/12/2024,Unga Jogoo 2kg,Flour,KWAL,369,341,118,282,11,No,Kiambu
SCL02656,05/04/2024,Bread 400g,Bakery,Bidco Africa,289,275,169,186,8,No,Mombasa Road
SCL02657,17/06/2023,Sugar 2kg,Grocery,Twiga Foods,427,409,162,281,9,No,Mombasa Road
SCL02658,31/07/2024,Cooking Oil 2L,Oil,KWAL,221,197,56,141,16,No,Kiambu
SCL02659,14/01/2023,Potatoes 2kg,Produce,Twiga Foods,154,152,80,144,11,No,Mombasa Road
SCL02660,30/08/2023,Sugar 2kg,Grocery,Export Trading Group,475,448,277,252,7,No,Eastleigh
SCL02661,28/08/2024,Sugar 2kg,Grocery,Brookside Dairy,144,124,70,91,15,No,Ngong Road
SCL02662,21/06/2023,Sugar 2kg,Grocery,Brookside Dairy,71,61,30,59,18,No,Mombasa Road
SCL02663,18/11/2023,Brookside Milk 500ml,Dairy,Export Trading Group,180,170,129,64,7,No,Karen
SCL02664,12/10/2024,Chicken 1kg,Meat,KWAL,279,256,52,260,4,No,Kiambu
SCL02665,30/09/2023,Chicken 1kg,Meat,Pembe Flour,126,123,31,173,2,No,Karen
SCL02666,23/07/2023,Sugar 2kg,Grocery,Bidco Africa,498,427,234,278,4,No,Kiambu
SCL02667,01/10/2023,Eggs Tray 30,Eggs,Pembe Flour,362,321,106,250,11,No,Kiambu
SCL02668,08/12/2023,Eggs Tray 30,Eggs,Twiga Foods,482,439,364,122,9,No,Ngong Road
SCL02669,12/05/2024,Bread 400g,Bakery,Chandaria Industries,100,92,30,70,10,No,Mombasa Road
SCL02670,23/07/2024,Potatoes 2kg,Produce,Chandaria Industries,487,484,61,468,15,No,Ngong Road
SCL02671,25/03/2024,Rice 2kg,Grain,Bakeries Ltd,188,171,107,81,6,No,Mombasa Road
SCL02672,26/07/2023,Colgate 100g,Personal Care,Brookside Dairy,62,56,34,105,16,No,Ngong Road
SCL02673,06/01/2024,Unga Jogoo 2kg,Flour,Bidco Africa,147,146,40,144,10,No,Mombasa Road
SCL02674,25/07/2023,Colgate 100g,Personal Care,Pembe Flour,345,340,261,145,20,No,Karen
SCL02675,27/04/2023,Omo 1kg,Detergent,Brookside Dairy,191,173,144,42,20,No,Kiambu
SCL02676,15/04/2024,Chicken 1kg,Meat,Export Trading Group,437,427,90,414,15,No,Mombasa Road
SCL02677,07/01/2024,Bread 400g,Bakery,Bakeries Ltd,183,169,108,114,6,No,Ngong Road
SCL02678,09/07/2023,Tomatoes 1kg,Produce,Chandaria Industries,233,213,93,159,21,No,Westlands
SCL02679,18/07/2023,Chicken 1kg,Meat,Unga Group,221,195,183,106,5,No,Westlands
SCL02680,13/02/2023,Omo 1kg,Detergent,Bakeries Ltd,253,236,41,253,11,No,Karen
SCL02681,13/12/2023,Cooking Oil 2L,Oil,Bidco Africa,437,418,138,342,11,No,Kiambu
SCL02682,01/03/2023,Unga Jogoo 2kg,Flour,Bidco Africa,368,330,313,57,9,No,Karen
SCL02683,08/05/2023,Omo 1kg,Detergent,KFC Supply,477,467,365,148,6,No,Karen
SCL02684,31/08/2024,Tomatoes 1kg,Produce,Unga Group,260,239,73,263,4,No,Mombasa Road
SCL02685,30/01/2023,Indomie Noodles,Noodles,Pembe Flour,347,310,36,317,8,No,Kiambu
SCL02686,10/11/2023,Sugar 2kg,Grocery,KWAL,289,253,123,201,12,No,Kiambu
SCL02687,19/10/2023,Chicken 1kg,Meat,Twiga Foods,481,468,363,148,3,No,Ngong Road
SCL02688,18/01/2024,Eggs Tray 30,Eggs,Brookside Dairy,101,93,66,78,15,No,Ngong Road
SCL02689,13/03/2023,Tomatoes 1kg,Produce,Pembe Flour,232,209,190,62,20,No,Ngong Road
SCL02690,27/06/2023,Sugar 2kg,Grocery,KWAL,71,71,41,91,10,No,Eastleigh
SCL02691,07/01/2024,Colgate 100g,Personal Care,Bakeries Ltd,199,175,88,164,14,No,Karen
SCL02692,11/03/2023,Ketepa Tea 100bags,Tea,Bidco Africa,456,427,108,368,18,No,Mombasa Road
SCL02693,17/02/2024,Colgate 100g,Personal Care,Pembe Flour,388,332,156,269,18,No,Karen
SCL02694,06/11/2024,Brookside Milk 500ml,Dairy,Twiga Foods,422,361,31,366,14,No,Mombasa Road
SCL02695,20/02/2023,Brookside Milk 500ml,Dairy,KFC Supply,245,239,73,167,17,No,Mombasa Road
SCL02696,07/01/2023,Tomatoes 1kg,Produce,Unga Group,234,201,169,36,9,No,Kiambu
SCL02697,09/03/2023,Sugar 2kg,Grocery,Pembe Flour,50,45,33,77,8,No,Thika Road
SCL02698,07/11/2023,Rice 2kg,Grain,KWAL,499,492,90,433,12,No,Westlands
SCL02699,29/05/2023,Pampers Size 4,Baby,Unga Group,390,378,348,38,9,No,Karen
SCL02700,06/01/2023,Sugar 2kg,Grocery,Bidco Africa,225,198,155,98,5,No,Westlands
SCL02701,20/04/2023,Sugar 2kg,Grocery,Export Trading Group,277,238,165,112,6,No,Ngong Road
SCL02702,01/03/2024,Ketepa Tea 100bags,Tea,Bakeries Ltd,103,100,30,148,6,No,Westlands
SCL02703,09/11/2023,Colgate 100g,Personal Care,Brookside Dairy,436,371,179,287,4,No,Thika Road
SCL02704,14/04/2024,Eggs Tray 30,Eggs,Brookside Dairy,404,398,58,376,5,No,Ngong Road
SCL02705,27/08/2023,Cooking Oil 2L,Oil,Brookside Dairy,169,165,46,208,15,No,Mombasa Road
SCL02706,14/10/2024,Ketepa Tea 100bags,Tea,KFC Supply,324,299,287,100,18,No,Westlands
SCL02707,03/11/2023,Chicken 1kg,Meat,KWAL,175,150,129,98,13,No,Westlands
SCL02708,10/11/2023,Colgate 100g,Personal Care,Unga Group,212,189,132,92,21,No,Thika Road
SCL02709,19/02/2024,Potatoes 2kg,Produce,Chandaria Industries,225,206,49,183,11,No,Westlands
SCL02710,02/07/2023,Ketepa Tea 100bags,Tea,KWAL,201,171,51,210,14,No,Thika Road
SCL02711,25/12/2023,Unga Jogoo 2kg,Flour,Pembe Flour,117,104,56,51,11,No,Mombasa Road
SCL02712,17/11/2023,Bread 400g,Bakery,Twiga Foods,182,158,60,152,7,No,Mombasa Road
SCL02713,26/04/2023,Ketepa Tea 100bags,Tea,Bakeries Ltd,283,243,83,256,4,No,Ngong Road
SCL02714,12/01/2024,Indomie Noodles,Noodles,Bidco Africa,170,161,140,61,14,No,Eastleigh
SCL02715,06/11/2024,Colgate 100g,Personal Care,Bidco Africa,184,162,61,173,16,No,Eastleigh
SCL02716,19/06/2024,Rice 2kg,Grain,Export Trading Group,143,128,88,101,17,No,Karen
SCL02717,10/03/2023,Cooking Oil 2L,Oil,Export Trading Group,217,200,144,153,5,No,Kiambu
SCL02718,02/03/2024,Chicken 1kg,Meat,Chandaria Industries,499,463,35,512,20,No,Karen
SCL02719,25/06/2023,Cooking Oil 2L,Oil,Brookside Dairy,191,171,108,67,15,No,Kiambu
SCL02720,25/07/2023,Sugar 2kg,Grocery,Pembe Flour,135,123,47,98,20,No,Karen
SCL02721,18/10/2024,Tomatoes 1kg,Produce,Brookside Dairy,258,224,85,206,13,No,Eastleigh
SCL02722,20/02/2024,Pampers Size 4,Baby,Export Trading Group,320,286,169,151,15,No,Mombasa Road
SCL02723,07/05/2023,Colgate 100g,Personal Care,Bidco Africa,255,234,221,45,8,No,Mombasa Road
SCL02724,25/09/2024,Pampers Size 4,Baby,Bidco Africa,320,319,252,138,16,No,Karen
SCL02725,23/10/2023,Indomie Noodles,Noodles,Unga Group,287,270,39,317,15,No,Kiambu
SCL02726,08/12/2024,Ketepa Tea 100bags,Tea,Brookside Dairy,111,106,53,65,14,No,Mombasa Road
SCL02727,20/09/2023,Indomie Noodles,Noodles,Chandaria Industries,71,69,52,54,5,No,Mombasa Road
SCL02728,14/06/2024,Brookside Milk 500ml,Dairy,Unga Group,107,91,63,103,18,No,Eastleigh
SCL02729,16/03/2023,Colgate 100g,Personal Care,Pembe Flour,82,72,64,76,3,No,Westlands
SCL02730,16/10/2024,Tomatoes 1kg,Produce,Bidco Africa,175,169,55,132,14,No,Westlands
SCL02731,09/01/2023,Omo 1kg,Detergent,KFC Supply,474,433,198,298,5,No,Thika Road
SCL02732,10/11/2024,Indomie Noodles,Noodles,Bakeries Ltd,79,72,66,14,14,Yes,Kiambu
SCL02733,28/05/2023,Omo 1kg,Detergent,KFC Supply,339,311,145,175,19,No,Ngong Road
SCL02734,04/11/2023,Brookside Milk 500ml,Dairy,Twiga Foods,92,90,86,80,15,No,Eastleigh
SCL02735,23/04/2023,Indomie Noodles,Noodles,Export Trading Group,224,201,167,35,10,No,Thika Road
SCL02736,18/11/2024,Cooking Oil 2L,Oil,Bidco Africa,136,134,130,43,21,No,Ngong Road
SCL02737,02/04/2024,Pampers Size 4,Baby,KFC Supply,242,232,106,202,5,No,Karen
SCL02738,17/09/2024,Ketepa Tea 100bags,Tea,Bakeries Ltd,67,61,41,119,2,No,Thika Road
SCL02739,20/04/2024,Pampers Size 4,Baby,Brookside Dairy,102,88,88,24,13,Yes,Kiambu
SCL02740,15/10/2023,Tomatoes 1kg,Produce,KFC Supply,319,317,246,146,10,No,Ngong Road
SCL02741,17/08/2023,Omo 1kg,Detergent,Unga Group,438,422,283,176,16,No,Eastleigh
SCL02742,25/04/2024,Cooking Oil 2L,Oil,Brookside Dairy,390,342,250,98,2,No,Ngong Road
SCL02743,15/07/2024,Ketepa Tea 100bags,Tea,Unga Group,298,291,247,47,9,No,Ngong Road
SCL02744,08/11/2023,Cooking Oil 2L,Oil,Pembe Flour,349,321,166,229,9,No,Mombasa Road
SCL02745,01/06/2023,Cooking Oil 2L,Oil,Pembe Flour,104,100,83,93,10,No,Eastleigh
SCL02746,22/05/2023,Pampers Size 4,Baby,Unga Group,168,145,127,50,7,No,Eastleigh
SCL02747,01/06/2024,Potatoes 2kg,Produce,Twiga Foods,104,90,67,97,5,No,Karen
SCL02748,19/12/2024,Chicken 1kg,Meat,Unga Group,371,325,205,171,4,No,Ngong Road
SCL02749,03/05/2024,Cooking Oil 2L,Oil,Bakeries Ltd,308,269,101,242,8,No,Thika Road
SCL02750,15/08/2024,Rice 2kg,Grain,Chandaria Industries,469,447,203,251,10,No,Mombasa Road
SCL02751,22/04/2024,Pampers Size 4,Baby,KFC Supply,251,225,92,176,21,No,Eastleigh
SCL02752,22/07/2024,Pampers Size 4,Baby,Bakeries Ltd,293,251,251,41,7,No,Mombasa Road
SCL02753,12/11/2023,Ketepa Tea 100bags,Tea,Bidco Africa,139,134,119,43,4,No,Ngong Road
SCL02754,26/04/2024,Brookside Milk 500ml,Dairy,KWAL,185,173,62,114,6,No,Thika Road
SCL02755,17/09/2024,Chicken 1kg,Meat,Bakeries Ltd,276,259,241,103,12,No,Ngong Road
SCL02756,21/08/2024,Unga Jogoo 2kg,Flour,Export Trading Group,257,225,170,69,17,No,Westlands
SCL02757,12/05/2023,Tomatoes 1kg,Produce,Chandaria Industries,199,182,179,53,12,No,Mombasa Road
SCL02758,17/07/2023,Unga Jogoo 2kg,Flour,Pembe Flour,442,421,235,276,5,No,Mombasa Road
SCL02759,21/04/2023,Indomie Noodles,Noodles,Bidco Africa,356,327,159,180,8,No,Westlands
SCL02760,24/05/2024,Eggs Tray 30,Eggs,Brookside Dairy,326,294,276,71,8,No,Kiambu
SCL02761,14/09/2023,Rice 2kg,Grain,Chandaria Industries,233,221,52,257,20,No,Westlands
SCL02762,29/07/2023,Unga Jogoo 2kg,Flour,Pembe Flour,194,180,75,170,20,No,Mombasa Road
SCL02763,19/01/2023,Rice 2kg,Grain,Twiga Foods,183,170,167,42,3,No,Thika Road
SCL02764,27/01/2024,Potatoes 2kg,Produce,Pembe Flour,357,318,75,323,9,No,Karen
SCL02765,12/06/2023,Chicken 1kg,Meat,Bakeries Ltd,113,97,53,45,4,No,Ngong Road
SCL02766,26/10/2024,Bread 400g,Bakery,Chandaria Industries,227,197,181,21,17,Yes,Westlands
SCL02767,19/07/2024,Omo 1kg,Detergent,Twiga Foods,492,456,152,380,8,No,Kiambu
SCL02768,08/03/2023,Rice 2kg,Grain,Bidco Africa,145,145,38,129,20,No,Kiambu
SCL02769,12/06/2024,Chicken 1kg,Meat,KFC Supply,289,254,252,9,11,Yes,Eastleigh
SCL02770,23/07/2024,Chicken 1kg,Meat,Brookside Dairy,245,227,125,160,11,No,Thika Road
SCL02771,23/03/2023,Bread 400g,Bakery,Twiga Foods,170,150,104,77,11,No,Westlands
SCL02772,22/08/2023,Chicken 1kg,Meat,Pembe Flour,336,289,143,225,12,No,Karen
SCL02773,03/11/2023,Unga Jogoo 2kg,Flour,Pembe Flour,358,340,235,130,10,No,Mombasa Road
SCL02774,19/05/2024,Ketepa Tea 100bags,Tea,Chandaria Industries,271,252,91,225,10,No,Thika Road
SCL02775,06/02/2024,Bread 400g,Bakery,KWAL,96,93,40,114,17,No,Ngong Road
SCL02776,05/07/2024,Ketepa Tea 100bags,Tea,Pembe Flour,311,275,149,220,3,No,Karen
SCL02777,23/04/2023,Tomatoes 1kg,Produce,Export Trading Group,180,154,93,158,13,No,Westlands
SCL02778,09/10/2023,Brookside Milk 500ml,Dairy,Bidco Africa,493,455,228,292,10,No,Ngong Road
SCL02779,26/08/2023,Indomie Noodles,Noodles,Export Trading Group,157,150,79,106,20,No,Ngong Road
SCL02780,13/11/2024,Indomie Noodles,Noodles,Chandaria Industries,247,217,58,208,17,No,Eastleigh
SCL02781,01/08/2024,Ketepa Tea 100bags,Tea,Bidco Africa,449,428,248,270,11,No,Ngong Road
SCL02782,15/12/2024,Colgate 100g,Personal Care,KWAL,496,496,249,287,17,No,Eastleigh
SCL02783,30/08/2024,Chicken 1kg,Meat,Bakeries Ltd,262,248,185,77,8,No,Eastleigh
SCL02784,04/02/2023,Chicken 1kg,Meat,Unga Group,416,358,216,205,2,No,Thika Road
SCL02785,13/05/2023,Omo 1kg,Detergent,Bidco Africa,303,258,107,218,20,No,Karen
SCL02786,29/07/2024,Pampers Size 4,Baby,Brookside Dairy,278,253,192,110,21,No,Eastleigh
SCL02787,29/12/2024,Chicken 1kg,Meat,Pembe Flour,292,270,155,209,9,No,Karen
SCL02788,04/01/2024,Cooking Oil 2L,Oil,Unga Group,328,308,194,179,2,No,Eastleigh
SCL02789,12/08/2024,Ketepa Tea 100bags,Tea,Twiga Foods,334,327,326,64,8,No,Mombasa Road
SCL02790,30/09/2023,Rice 2kg,Grain,Unga Group,288,268,158,196,8,No,Mombasa Road
SCL02791,28/05/2023,Rice 2kg,Grain,KFC Supply,311,280,85,201,17,No,Kiambu
SCL02792,14/02/2024,Omo 1kg,Detergent,KWAL,167,155,142,85,14,No,Karen
SCL02793,03/09/2023,Potatoes 2kg,Produce,Pembe Flour,189,178,34,207,11,No,Westlands
SCL02794,22/05/2023,Pampers Size 4,Baby,Brookside Dairy,333,297,80,315,19,No,Mombasa Road
SCL02795,26/07/2024,Omo 1kg,Detergent,Bidco Africa,89,79,66,23,11,Yes,Mombasa Road
SCL02796,03/06/2024,Tomatoes 1kg,Produce,Twiga Foods,248,217,147,115,12,No,Westlands
SCL02797,15/01/2023,Unga Jogoo 2kg,Flour,Bidco Africa,195,171,51,213,6,No,Westlands
SCL02798,29/09/2024,Colgate 100g,Personal Care,Pembe Flour,234,211,153,85,5,No,Westlands
SCL02799,12/05/2023,Potatoes 2kg,Produce,Chandaria Industries,340,307,154,165,10,No,Kiambu
SCL02800,13/01/2024,Eggs Tray 30,Eggs,Export Trading Group,326,295,134,198,21,No,Thika Road
SCL02801,25/08/2024,Chicken 1kg,Meat,Twiga Foods,178,159,90,86,18,No,Kiambu
SCL02802,23/04/2024,Colgate 100g,Personal Care,Export Trading Group,254,220,131,126,4,No,Westlands
SCL02803,04/03/2023,Indomie Noodles,Noodles,Export Trading Group,387,329,85,265,16,No,Ngong Road
SCL02804,09/08/2023,Omo 1kg,Detergent,KFC Supply,92,86,62,58,16,No,Mombasa Road
SCL02805,21/02/2023,Indomie Noodles,Noodles,Export Trading Group,473,404,284,212,9,No,Kiambu
SCL02806,20/01/2023,Eggs Tray 30,Eggs,Chandaria Industries,73,72,42,84,4,No,Thika Road
SCL02807,01/08/2024,Bread 400g,Bakery,Brookside Dairy,447,415,187,262,10,No,Eastleigh
SCL02808,28/04/2024,Chicken 1kg,Meat,Pembe Flour,273,239,48,227,8,No,Mombasa Road
SCL02809,28/10/2023,Unga Jogoo 2kg,Flour,Bidco Africa,182,168,167,70,8,No,Eastleigh
SCL02810,05/09/2024,Cooking Oil 2L,Oil,Twiga Foods,257,246,52,206,20,No,Kiambu
SCL02811,13/03/2024,Brookside Milk 500ml,Dairy,Pembe Flour,369,329,164,186,20,No,Mombasa Road
SCL02812,06/12/2024,Potatoes 2kg,Produce,Pembe Flour,213,208,128,132,2,No,Ngong Road
SCL02813,17/04/2023,Colgate 100g,Personal Care,KFC Supply,107,94,69,34,4,No,Kiambu
SCL02814,22/06/2023,Colgate 100g,Personal Care,KFC Supply,460,421,57,421,6,No,Thika Road
SCL02815,24/10/2023,Sugar 2kg,Grocery,Chandaria Industries,216,187,159,62,5,No,Mombasa Road
SCL02816,07/01/2024,Cooking Oil 2L,Oil,Pembe Flour,421,391,259,171,17,No,Eastleigh
SCL02817,16/03/2023,Eggs Tray 30,Eggs,Chandaria Industries,220,208,197,92,3,No,Karen
SCL02818,04/02/2023,Potatoes 2kg,Produce,Bidco Africa,371,353,134,300,13,No,Ngong Road
SCL02819,02/02/2024,Eggs Tray 30,Eggs,KFC Supply,53,52,40,45,18,No,Kiambu
SCL02820,27/12/2023,Chicken 1kg,Meat,Chandaria Industries,333,317,210,112,17,No,Ngong Road
SCL02821,13/07/2023,Pampers Size 4,Baby,Pembe Flour,425,372,242,131,9,No,Kiambu
SCL02822,02/01/2023,Tomatoes 1kg,Produce,Unga Group,117,114,54,157,6,No,Ngong Road
SCL02823,11/12/2023,Ketepa Tea 100bags,Tea,Bidco Africa,56,50,41,66,17,No,Mombasa Road
SCL02824,24/01/2023,Potatoes 2kg,Produce,Unga Group,306,269,207,132,5,No,Westlands
SCL02825,21/04/2024,Ketepa Tea 100bags,Tea,Twiga Foods,428,407,277,143,16,No,Westlands
SCL02826,09/06/2023,Pampers Size 4,Baby,KWAL,236,230,54,217,21,No,Mombasa Road
SCL02827,20/07/2024,Ketepa Tea 100bags,Tea,Bidco Africa,343,336,263,167,20,No,Westlands
SCL02828,20/05/2024,Chicken 1kg,Meat,Unga Group,222,190,149,118,21,No,Kiambu
SCL02829,11/09/2024,Omo 1kg,Detergent,Chandaria Industries,182,160,93,147,13,No,Mombasa Road
SCL02830,23/05/2023,Pampers Size 4,Baby,Unga Group,73,71,43,122,19,No,Eastleigh
SCL02831,01/08/2023,Omo 1kg,Detergent,Twiga Foods,482,462,153,347,11,No,Thika Road
SCL02832,17/07/2024,Indomie Noodles,Noodles,KWAL,434,397,99,307,5,No,Thika Road
SCL02833,22/03/2023,Unga Jogoo 2kg,Flour,Bakeries Ltd,188,169,164,44,2,No,Karen
SCL02834,23/02/2024,Colgate 100g,Personal Care,Bakeries Ltd,491,446,149,396,9,No,Mombasa Road
SCL02835,07/05/2024,Sugar 2kg,Grocery,Chandaria Industries,150,143,125,45,11,No,Kiambu
SCL02836,17/07/2023,Omo 1kg,Detergent,Brookside Dairy,457,448,228,316,12,No,Thika Road
SCL02837,05/01/2024,Bread 400g,Bakery,Bidco Africa,160,142,119,100,5,No,Westlands
SCL02838,01/08/2023,Brookside Milk 500ml,Dairy,Export Trading Group,374,355,168,249,16,No,Ngong Road
SCL02839,17/06/2024,Ketepa Tea 100bags,Tea,Pembe Flour,263,252,152,100,13,No,Thika Road
SCL02840,17/08/2024,Unga Jogoo 2kg,Flour,KWAL,79,69,53,23,8,Yes,Kiambu
SCL02841,09/04/2023,Sugar 2kg,Grocery,Bidco Africa,431,368,115,318,13,No,Westlands
SCL02842,31/05/2023,Indomie Noodles,Noodles,Twiga Foods,406,361,337,24,11,Yes,Eastleigh
SCL02843,11/06/2024,Brookside Milk 500ml,Dairy,Bakeries Ltd,480,450,432,95,12,No,Westlands
SCL02844,20/03/2023,Eggs Tray 30,Eggs,Twiga Foods,429,422,316,182,20,No,Ngong Road
